Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
h,PI,Eastern Metropolitan,4,2,2,18.0,324.0,1980,3920400,827542592,2346,6.668228248417403,5.332718793265369,1.0282944332908799,30.213734995255187,0,0,13.698977865303197
h,VB,Southern Metropolitan,3,2,2,7.2,51.84,2010,4040100,469333592,8989,5.241747015059643,5.225746673713202,1.0282944332908799,9.516360044662406,0,0,14.403297778421795
u,VB,Western Metropolitan,2,1,1,7.5,56.25,1965,3861225,1002627467,9264,0.0,4.219507705176107,1.0282944332908799,10.510385075250122,0,0,12.923914877701906
u,S,Western Metropolitan,3,2,1,7.5,56.25,2002,4008004,565910584,9264,5.4116460518550396,4.990432586778736,1.0282944332908799,13.29095807972066,0,0,13.742940940397677
h,VB,Northern Metropolitan,3,1,4,13.1,171.60999999999999,1960,3841600,1060398592,5070,6.424869023905388,4.553876891600541,1.0282944332908799,13.335346708511063,0,0,13.384729180332174
u,VB,Northern Metropolitan,2,1,1,2.1,4.41,2007,4028049,505640249,5825,6.154858094016418,4.189654742026425,1.0282944332908799,4.457344512823786,0,0,13.45883704259595
h,S,South-Eastern Metropolitan,3,1,2,38.0,1444.0,1960,3841600,1060398592,17055,6.2878585601617845,4.783651043396108,1.0282944332908799,53.03800429801552,0,0,13.25339339419516
h,S,Northern Metropolitan,3,1,2,11.2,125.43999999999998,2003,4012009,553880565,8870,5.288267030694535,4.574710978503383,1.0282944332908799,16.343125794555462,0,0,13.146081857144738
h,S,Northern Metropolitan,3,2,2,16.1,259.21000000000004,1954,3818116,1129335928,8524,6.9440872082295275,4.890349128221754,1.0282944332908799,27.97764696232022,0,0,13.704580114574805
h,VB,Northern Metropolitan,5,3,2,16.1,259.21000000000004,1980,3920400,827542592,8524,6.672032945461067,5.673323267171493,1.0282944332908799,28.81856245985614,0,0,13.68767832281738
h,SP,Northern Metropolitan,4,2,2,16.1,259.21000000000004,1980,3920400,827542592,8524,6.976348070447749,5.25227342804663,1.0282944332908799,28.561260132558466,0,0,13.73755009757506
h,S,Northern Metropolitan,4,2,2,20.4,416.15999999999997,2011,4044121,457207261,4864,6.523562306149512,5.442417710521793,1.0282944332908799,26.883298810754937,0,0,13.480039220276565
h,S,Northern Metropolitan,4,2,2,20.4,416.15999999999997,2014,4056196,420755848,4864,6.20455776256869,5.701145668001697,1.0282944332908799,28.47806742874562,0,0,13.641753421598095
t,S,Southern Metropolitan,2,1,1,13.8,190.44000000000003,1992,3968064,685551104,5454,5.855071922202427,4.61512051684126,1.0282944332908799,17.5891027534146,0,0,14.06627005452127
u,SP,Southern Metropolitan,2,1,0,13.8,190.44000000000003,2007,4028049,505640249,5454,0.0,4.406719247264253,1.0282944332908799,17.669796823224804,0,0,13.437175577097312
u,S,Southern Metropolitan,3,2,2,13.8,190.44000000000003,1994,3976036,661718808,2356,5.541263545158426,4.736198448394496,1.0282944332908799,21.093316909538085,0,0,13.771559715366624
h,S,Southern Metropolitan,3,2,1,5.3,28.09,1890,3572100,1838665592,11308,5.8944028342648505,5.241747015059643,1.0282944332908799,9.041765148458248,0,0,14.678400935052153
h,S,Southern Metropolitan,2,1,1,5.3,28.09,1910,3648100,1622063592,11308,5.579729825986222,4.584967478670572,1.0282944332908799,8.815840032927605,0,0,14.335494714045176
h,S,Western Metropolitan,3,2,2,18.0,324.0,2002,4008004,565910584,5556,6.502790045915623,5.267858159063328,1.0282944332908799,34.26582484875105,0,0,13.399996629152975
t,SP,Eastern Metropolitan,3,2,1,7.8,60.839999999999996,1997,3988009,625880619,5549,4.6443908991413725,4.795790545596741,1.0282944332908799,13.689101902920232,0,0,13.790193775620484
h,S,Western Metropolitan,4,2,2,15.5,240.25,1982,3928324,803996424,3656,6.570882962339584,5.10594547390058,1.0282944332908799,23.08212635470278,0,0,13.415034483903348
h,S,Northern Metropolitan,3,1,1,16.3,265.69,1985,3940225,768587967,8279,5.8998973535824915,5.111987788356544,1.0282944332908799,21.818064897469835,0,0,13.235693848424024
h,SP,Northern Metropolitan,2,1,2,16.3,265.69,1960,3841600,1060398592,8279,6.0330862217988015,4.543294782270004,1.0282944332908799,22.690174749783942,0,0,13.14510481940612
h,S,Southern Metropolitan,4,3,2,8.4,70.56,2015,4060225,408581217,8801,6.315358001522335,5.87493073085203,1.0282944332908799,14.715362450480598,0,0,15.096444681204078
t,S,Western Metropolitan,3,2,2,4.3,18.49,1990,3960100,709335592,4918,5.293304824724492,4.875197323201151,1.0282944332908799,9.177887828069345,0,0,13.610944619216111
h,S,Northern Metropolitan,3,1,1,17.4,302.75999999999993,1975,3900625,886200217,4704,6.338594078203183,4.59511985013459,1.0282944332908799,20.423684287099487,0,0,13.054086677976365
h,S,Northern Metropolitan,2,1,1,17.9,320.40999999999997,2005,4020025,529784467,10529,5.966146739123692,4.653960350157523,1.0282944332908799,28.71860938700393,0,0,12.966880811009803
h,S,Northern Metropolitan,4,2,2,17.9,320.40999999999997,2001,4004001,577928591,10529,6.467698726104354,5.1387352967235715,1.0282944332908799,29.111234329475785,0,0,13.490474083050811
h,S,Northern Metropolitan,2,1,1,17.9,320.40999999999997,1985,3940225,768587967,10529,5.552959584921617,4.430816798843313,1.0282944332908799,25.681119263263113,0,0,12.95039048795861
u,PI,Western Metropolitan,1,1,1,6.2,38.440000000000005,1970,3880900,944561592,6232,4.74493212836325,3.765840495250065,1.0282944332908799,7.934086602126284,0,0,12.563750586299374
h,S,South-Eastern Metropolitan,4,2,2,21.5,462.25,1975,3900625,886200217,3650,6.025865973825314,5.14166355650266,1.0282944332908799,32.46363980073343,0,0,13.732130035981154
h,S,South-Eastern Metropolitan,3,1,2,18.8,353.44000000000005,1965,3861225,1002627467,7113,6.606650186198215,4.844187086458591,1.0282944332908799,31.035411819676714,0,0,13.670485941982712
h,S,Southern Metropolitan,4,1,2,10.1,102.00999999999999,1920,3686400,1512046592,4442,6.577861357721047,5.204006687076795,1.0282944332908799,18.36580271816289,0,0,14.467836264837162
h,S,Western Metropolitan,3,1,1,6.2,38.440000000000005,1900,3610000,1730934592,5498,5.983936280687191,4.820281565605037,1.0282944332908799,8.75604396524923,0,0,14.0225255403564
h,SP,Western Metropolitan,3,1,2,6.2,38.440000000000005,1940,3763600,1288550592,5498,6.20050917404269,4.6443908991413725,1.0282944332908799,8.375980373949544,0,0,14.014362236381235
h,S,South-Eastern Metropolitan,3,1,2,22.7,515.29,1960,3841600,1060398592,11806,6.311734809152915,4.727387818712341,1.0282944332908799,38.168321507744025,0,0,13.399996629152975
u,VB,Northern Metropolitan,2,2,1,1.8,3.24,2011,4044121,457207261,6821,7.1098794630722715,4.406719247264253,1.0282944332908799,2.0907199336605093,0,0,13.25339339419516
h,VB,Eastern Metropolitan,5,3,4,21.1,445.21000000000004,1980,3920400,827542592,1058,8.348064228408266,5.7745515455444085,1.0282944332908799,34.70240633345157,0,0,14.253766134056512
h,PI,Eastern Metropolitan,4,2,2,15.4,237.16000000000003,1970,3880900,944561592,4973,6.548219102762372,5.37989735354046,1.0282944332908799,20.297273621799373,0,0,13.887832149776026
h,SP,Northern Metropolitan,4,2,4,11.2,125.43999999999998,2001,4004001,577928591,2651,6.317164686747284,5.25227342804663,1.0282944332908799,15.803856843951085,0,0,13.884933070475634
t,SP,Northern Metropolitan,2,1,1,11.2,125.43999999999998,2014,4056196,420755848,2651,4.890349128221754,4.30406509320417,1.0282944332908799,14.353736954679587,0,0,13.235693848424024
h,S,Southern Metropolitan,5,2,2,12.3,151.29000000000002,1935,3744225,1344859217,3224,6.304448802421981,5.749392985908253,1.0282944332908799,21.54994537239252,0,0,14.375126917328105
h,S,Southern Metropolitan,3,1,2,12.3,151.29000000000002,1960,3841600,1060398592,2547,6.55250788703459,4.7535901911063645,1.0282944332908799,25.009508617350143,0,0,14.006131744018864
h,SP,South-Eastern Metropolitan,4,2,2,21.5,462.25,1970,3880900,944561592,5087,6.393590753950631,5.017279836814924,1.0282944332908799,30.911734928835706,0,0,14.077875591662238
h,S,Northern Metropolitan,2,1,1,8.5,72.25,1940,3763600,1288550592,7485,6.1903154058531475,4.48863636973214,1.0282944332908799,11.860338555254831,0,0,13.51440681653079
u,S,Southern Metropolitan,3,1,2,3.5,12.25,2008,4032064,493550080,8648,0.0,4.394449154672439,1.0282944332908799,3.6457298596457473,0,0,13.592368256649284
u,S,Southern Metropolitan,2,1,1,4.6,21.159999999999997,1920,3686400,1512046592,7717,0.0,4.634728988229636,1.0282944332908799,9.248399757544382,0,0,13.83531416565213
u,S,Southern Metropolitan,2,2,1,4.6,21.159999999999997,1970,3880900,944561592,7717,0.0,4.343805421853684,1.0282944332908799,8.798419914099792,0,0,13.399996629152975
h,S,Northern Metropolitan,3,2,3,8.4,70.56,1940,3763600,1288550592,14577,6.150602768446279,4.916324614625014,1.0282944332908799,12.815829893244707,0,0,14.032234346628217
h,S,Northern Metropolitan,5,3,4,8.4,70.56,2014,4056196,420755848,14577,6.26530121273771,5.590091056903071,1.0282944332908799,12.78457856628769,0,0,14.115615891155079
h,VB,Northern Metropolitan,3,3,2,8.4,70.56,2008,4032064,493550080,14577,5.0689042022202315,5.075173815233827,1.0282944332908799,10.333892174477432,0,0,13.83531416565213
h,S,Northern Metropolitan,5,3,4,12.0,144.0,1960,3841600,1060398592,21650,6.792344427470809,5.318119993844216,1.0282944332908799,17.222989818858167,0,0,13.723396365547096
h,S,Northern Metropolitan,3,1,3,12.0,144.0,1960,3841600,1060398592,21650,6.20455776256869,4.634728988229636,1.0282944332908799,14.111765605101278,0,0,13.437175577097312
u,PI,Northern Metropolitan,1,1,1,12.0,144.0,1980,3920400,827542592,21650,0.0,4.110873864173311,1.0282944332908799,16.12898812727196,0,0,12.506180941677357
u,SP,Northern Metropolitan,2,2,2,2.4,5.76,1940,3763600,1288550592,14949,5.198497031265826,4.820281565605037,1.0282944332908799,3.7679657837995832,0,0,13.69953950467585
h,S,Eastern Metropolitan,3,1,1,19.9,396.00999999999993,1955,3822025,1117875717,3619,6.102558594613569,4.74493212836325,1.0282944332908799,26.563566381420316,0,0,13.527829818844937
h,S,South-Eastern Metropolitan,4,2,0,23.5,552.25,1985,3940225,768587967,11667,6.587550014824796,5.2832037287379885,1.0282944332908799,37.2979816665693,0,0,13.664688831019712
h,SP,South-Eastern Metropolitan,4,2,2,34.7,1204.0900000000001,2010,4040100,469333592,1721,6.1070228877422545,5.236441962829949,1.0282944332908799,50.62594185827521,0,0,13.377007146164305
h,S,Southern Metropolitan,4,2,2,15.2,231.04,1998,3992004,613910600,4497,6.139884552226255,5.455321115357702,1.0282944332908799,22.129495724566727,0,0,14.386490669521603
h,S,Western Metropolitan,3,1,1,5.1,26.009999999999998,1920,3686400,1512046592,2417,5.697093486505405,5.356586274672012,1.0282944332908799,7.01401902658867,0,0,13.897091466615258
h,S,Western Metropolitan,4,2,2,10.5,110.25,1999,3996001,601928593,6763,6.546785410760524,5.298317366548036,1.0282944332908799,15.804130850013529,0,0,13.567050480716235
h,VB,Southern Metropolitan,5,3,2,10.2,104.03999999999999,1945,3783025,1231950967,5457,6.601230118728877,5.659482215759621,1.0282944332908799,15.463054721594949,0,0,14.508658238524095
h,PI,Eastern Metropolitan,4,2,2,15.5,240.25,2005,4020025,529784467,6202,6.784457062637643,5.707110264748875,1.0282944332908799,24.61848215711415,0,0,14.187074804051692
h,PI,Eastern Metropolitan,4,3,3,15.5,240.25,1995,3980025,649784717,6202,6.52649485957079,5.755742213586912,1.0282944332908799,24.53163052103314,0,0,14.436087583323648
h,S,Northern Metropolitan,3,1,2,15.3,234.09000000000003,1970,3880900,944561592,7955,6.320768294250582,4.912654885736052,1.0282944332908799,22.117332166242544,0,0,13.386266457287837
h,PI,Northern Metropolitan,3,1,2,7.0,49.0,1960,3841600,1060398592,8870,6.54534966033442,4.897839799950911,1.0282944332908799,12.800507385050242,0,0,14.038654909278163
h,SP,Eastern Metropolitan,4,2,4,17.2,295.84,1960,3841600,1060398592,4181,6.437751649736401,5.087596335232384,1.0282944332908799,22.5738648414998,0,0,14.026582337760486
h,S,Eastern Metropolitan,4,2,2,17.2,295.84,2003,4012009,553880565,4280,6.0112671744041615,5.707110264748875,1.0282944332908799,24.199289111965626,0,0,14.070153551531353
h,S,Eastern Metropolitan,6,2,2,14.7,216.08999999999997,2001,4004001,577928591,7082,6.118097198041348,5.723585101952381,1.0282944332908799,30.49565478909421,0,0,13.981025843899115
h,S,Southern Metropolitan,2,1,1,4.6,21.159999999999997,1892,3579664,1817210304,4380,4.919980925828125,4.07753744390572,1.0282944332908799,7.898636453743293,0,0,13.772082044422815
h,PI,Southern Metropolitan,3,2,2,4.6,21.159999999999997,1905,3629025,1676641967,4380,6.626717749249025,5.186267862739414,1.0282944332908799,8.505675304262603,0,0,14.547878932446617
h,S,Northern Metropolitan,3,2,2,12.7,161.29,1990,3960100,709335592,1369,6.4457198193855785,4.944495491591711,1.0282944332908799,21.56093725935976,0,0,13.655342979519684
u,PI,Northern Metropolitan,2,1,1,3.0,9.0,1970,3880900,944561592,4019,0.0,3.6635616461296463,1.0282944332908799,5.96636764237533,0,0,13.132315688453556
h,S,Northern Metropolitan,3,1,1,3.0,9.0,1960,3841600,1060398592,4019,5.602118820879701,4.624972813284271,1.0282944332908799,5.588232852215873,0,0,14.153767629391211
h,S,Western Metropolitan,5,3,2,7.5,56.25,2010,4040100,469333592,1543,6.324358962381311,5.8998973535824915,1.0282944332908799,11.510721535901038,0,0,14.881944292502169
h,S,Western Metropolitan,2,1,3,10.4,108.16000000000001,1950,3802500,1175059592,3464,5.926926025970411,4.574710978503383,1.0282944332908799,17.810280024896514,0,0,13.384729180332174
t,S,Western Metropolitan,3,2,1,10.4,108.16000000000001,2011,4044121,457207261,3464,5.707110264748875,5.3612921657094255,1.0282944332908799,17.581491459065035,0,0,13.660026823347495
h,S,Southern Metropolitan,3,1,1,3.0,9.0,1890,3572100,1838665592,3280,5.0106352940962555,4.700480365792417,1.0282944332908799,3.4620954827251413,0,0,14.22430412061672
h,S,Western Metropolitan,3,1,4,11.0,121.0,1960,3841600,1060398592,5301,6.3561076606958915,4.727387818712341,1.0282944332908799,18.30721761877085,0,0,13.820499094499693
u,VB,Southern Metropolitan,2,1,0,6.3,39.69,1967,3869089,979436529,4836,7.001245622069476,4.1588830833596715,1.0282944332908799,9.714121775246639,0,0,12.923914877701906
h,S,Western Metropolitan,3,2,1,4.3,18.49,1915,3667225,1567198717,6567,5.552959584921617,5.093750200806762,1.0282944332908799,6.865626861838283,0,0,14.240778946963175
h,S,Western Metropolitan,3,2,2,4.3,18.49,2000,4000000,589934592,6567,5.541263545158426,4.795790545596741,1.0282944332908799,8.636849455332726,0,0,13.894322662602555
u,VB,Southern Metropolitan,2,1,1,7.9,62.410000000000004,1975,3900625,886200217,5682,4.919980925828125,4.343805421853684,1.0282944332908799,13.19599109525214,0,0,13.493928313146206
u,S,Southern Metropolitan,2,1,1,7.9,62.410000000000004,1960,3841600,1060398592,5682,7.029972911706386,4.290459441148391,1.0282944332908799,11.76427315843957,0,0,13.308014385419147
u,S,Southern Metropolitan,2,2,1,7.9,62.410000000000004,2007,4028049,505640249,5682,0.0,4.632396172241683,1.0282944332908799,11.450059192266766,0,0,13.629182184591333
h,VB,Southern Metropolitan,3,2,2,9.7,94.08999999999999,1985,3940225,768587967,7809,6.883462586413092,4.997212273764115,1.0282944332908799,12.567562233016648,0,0,14.077875591662238
h,S,Southern Metropolitan,5,2,1,9.7,94.08999999999999,1940,3763600,1288550592,7809,6.4457198193855785,4.948759890378168,1.0282944332908799,13.920019198231447,0,0,14.478199046503295
h,S,Southern Metropolitan,3,1,1,9.7,94.08999999999999,1955,3822025,1117875717,7809,6.548219102762372,4.859812404361672,1.0282944332908799,14.440789116992995,0,0,14.279245203127035
h,PI,Eastern Metropolitan,4,2,4,23.2,538.24,1975,3900625,886200217,5030,6.641182169740591,4.955827057601261,1.0282944332908799,30.637400556735113,0,0,13.465954500233115
h,S,Southern Metropolitan,4,3,2,17.3,299.29,2014,4056196,420755848,5366,6.558197802812269,5.765191102784844,1.0282944332908799,26.635516830477837,0,0,14.603968372873895
u,SP,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,6795,0.0,4.23410650459726,1.0282944332908799,20.91860092371873,0,0,12.948012371209098
h,S,Southern Metropolitan,4,2,2,11.4,129.96,1920,3686400,1512046592,6795,6.403574197934815,5.003946305945459,1.0282944332908799,17.2166410026348,0,0,14.20687741782523
h,S,Southern Metropolitan,4,2,5,13.8,190.44000000000003,2003,4012009,553880565,10969,6.418364935936212,5.8971538676367405,1.0282944332908799,20.593204515656865,0,0,14.319312171022725
h,S,Southern Metropolitan,3,2,2,13.8,190.44000000000003,1950,3802500,1175059592,10969,6.421622267806518,5.288267030694535,1.0282944332908799,20.384171254468633,0,0,14.173185701536545
u,S,Southern Metropolitan,3,2,2,17.3,299.29,1980,3920400,827542592,2866,5.796057750765372,4.976733742420574,1.0282944332908799,23.284351808161635,0,0,13.8924725250259
h,S,Southern Metropolitan,3,4,2,10.3,106.09000000000002,2012,4048144,445068864,6938,6.052089168924417,5.308267697401205,1.0282944332908799,17.502289992933243,0,0,14.37558395546618
h,S,Southern Metropolitan,4,1,2,10.3,106.09000000000002,1948,3794704,1197851200,6938,6.408528791059498,5.099866427824199,1.0282944332908799,16.61638584036414,0,0,14.288634937599019
h,SP,Southern Metropolitan,2,1,1,10.3,106.09000000000002,1985,3940225,768587967,6938,6.297109319933935,4.189654742026425,1.0282944332908799,16.742998587226246,0,0,13.849912950864715
h,SP,Northern Metropolitan,3,1,1,14.0,196.0,2000,4000000,589934592,4294,6.304448802421981,4.700480365792417,1.0282944332908799,16.56014404732198,0,0,13.132315688453556
t,S,Western Metropolitan,3,2,2,6.4,40.96000000000001,2010,4040100,469333592,962,5.501258210544727,4.867534450455582,1.0282944332908799,9.321497880036961,0,0,13.404531777462488
h,PI,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1890,3572100,1838665592,11918,5.5053315359323625,4.672828834461906,1.0282944332908799,6.255901118945776,0,0,13.664688831019712
h,S,Northern Metropolitan,5,3,4,5.2,27.040000000000003,1995,3980025,649784717,11918,6.86484777797086,5.771441123130016,1.0282944332908799,4.953120150343662,0,0,14.749641600893991
h,SP,Northern Metropolitan,3,2,2,5.2,27.040000000000003,1920,3686400,1512046592,11918,5.996452088619021,5.123963979403259,1.0282944332908799,5.956661563278728,0,0,14.155548572493503
u,VB,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1970,3880900,944561592,11918,4.248495242049359,3.970291913552122,1.0282944332908799,6.981767408491408,0,0,13.038983942375959
h,S,Northern Metropolitan,4,2,2,4.0,16.0,1920,3686400,1512046592,5533,6.054439346269371,4.948759890378168,1.0282944332908799,8.34811300337416,0,0,14.006131744018864
